avg_funding/round;days since last funding;milestones/company_age;avg_funding/milestone;avg_growth;growth_funding_3_4;growth_funding_2_3;growth_of_funding_1_2;avg_funding/partner;avg_funding/contributor;avg_funding/year;company_age;acquired_or_closed;company_id;state;regionen;BusinessField_gruppiert;BusinessField - 1;NumContributors;NumPartners;total _funding;max_round_nr;total_milestone_nr;round_nr_5;round_nr_4;round_nr_3;round_nr_2;round_nr_1
2600000;2312;0.1;2600000;-1;0;0;-1;1300000;2600000;260000;10;Falsch;35148;CA;westen;software und technologie;search;1;2;2600000;1;1;0;0;0;0;2600000
19333333.3333333;2049;0.0625;58000000;0.463033507;-1;0.838431606;1.550668916;14500000;11600000;3625000;16;Wahr;24986;CA;westen;bildung und forschung;biotech;5;4;58000000;3;1;0;0;33007122;17953957;7038921
3033333.33333333;2353;0;0;-0.628145454;-1;0.103664366;-0.988100729;0;9100000;650000;14;Falsch;10969;TX;süden;software und technologie;software;1;0;9100000;3;0;0;0;116590;105639;8877771
1500000;792;0.333333333;750000;-1;0;0;-1;375000;750000;250000;6;Wahr;76102;DC;süden;enterprise und other;enterprise;2;4;1500000;1;2;0;0;0;0;1500000
5500000;1016;0.25;2750000;-1;0;0;-1;916666.666666667;5500000;687500;8;Falsch;152560;CA;westen;finanzen;ecommerce;1;6;5500000;1;2;0;0;0;0;5500000
5900000;3150;0.153846154;5900000;-0.175563290;0;-1;0.648873421;11800000;2622222.22222222;907692.307692308;13;Wahr;12171;MA;nordosten;software und technologie;search;4.5;1;11800000;2;2;0;0;0;7345276;4454724
3800000;919;0.428571429;1266666.66666667;-1;0;0;-1;1900000;1900000;542857.142857143;7;Wahr;28456;CA;westen;finanzen;photo_video;2;2;3800000;1;3;0;0;0;0;3800000
24500000;2281;0.117647059;61250000;-0.551321847;-0.732691498;0.331990218;-0.940763670;13611111.1111111;21875000;7205882.35294118;17;Wahr;8339;WA;westen;software und technologie;mobile;5.6;9;122500000;5;2;1289794;2205320;8250093;6193809;104560984
2500000;2472;0;0;-0.916138174;0;-1;-0.832276349;1000000;5000000;555555.555555556;9;Falsch;3267;CA;westen;software und technologie;mobile;1;5;5000000;2;0;0;0;0;718165;4281835
2000000;1773;0.071428571;2000000;-1;0;0;-1;500000;2000000;142857.142857143;14;Wahr;42501;MA;nordosten;software und technologie;web;1;4;2000000;1;1;0;0;0;0;2000000
4100000;2156;0.25;1366666.66666667;-1;0;0;-1;683333.333333333;2050000;341666.666666667;12;Wahr;14787;CA;westen;finanzen;advertising;2;6;4100000;1;3;0;0;0;0;4100000
5000000;2506;0.083333333;5000000;-1;0;0;-1;2500000;5000000;416666.666666667;12;Falsch;17429;MI;mittlerer_westen;finanzen;advertising;1;2;5000000;1;1;0;0;0;0;5000000
1000000;1825;0.25;666666.666666667;-0.711354601;0;-1;-0.422709202;285714.285714286;666666.666666667;166666.666666667;12;Falsch;38019;NY;nordosten;finanzen;photo_video;3;7;2000000;2;3;0;0;0;732003;1267997
4407620;1863;0;0;-0.829491328;-1;-0.539759930;-0.948714053;3305715;4407620;734603.333333333;18;Falsch;37173;OH;mittlerer_westen;enterprise und other;other;3;4;13222860;3;0;0;0;290365;630899;12301596
4700000;1841;0.166666667;4700000;-0.645010106;0;-1;-0.290020212;854545.454545455;4700000;783333.333333333;12;Wahr;15017;CA;westen;bildung und forschung;analytics;2;11;9400000;2;2;0;0;0;3902859;5497141
21933333.3333333;2448;0.058823529;65800000;0.748457167;-1;-0.671998260;3.917369759;10966666.6666667;14099899.2864337;3870588.23529412;17;Wahr;16181;CA;westen;software und technologie;network_hosting;4.6667;6;65800000;3;1;0;0;14093668;42968272;8738060
8969812.16666667;1841;0.0625;53818873;-0.811027247;-0.452852398;-0.985451828;-0.913799617;7688410.42857143;12663264.2352941;3363679.5625;16;Wahr;16613;CA;westen;software und technologie;hardware;4.25;7;53818873;6;1;4532;33933;62018;4262941;49453852
7000000;2555;0.076923077;14000000;-0.587692674;0;-1;-0.175385349;7000000;9333333.33333333;1076923.07692308;13;Wahr;17433;MA;nordosten;software und technologie;software;1.5;2;14000000;2;1;0;0;0;6327147;7672853
1000000;2648;0.25;333333.333333333;-1;0;0;-1;250000;1000000;83333.333333333;12;Wahr;1223;CA;westen;software und technologie;web;1;4;1000000;1;3;0;0;0;0;1000000
650000;2921;0;0;-1;0;0;-1;216666.666666667;650000;59090.909090909;11;Falsch;13358;CA;westen;social_media;public_relations;1;3;650000;1;0;0;0;0;0;650000
7850000;1043;0.166666667;15700000;6.535162280;0;-1;14.070324559;1046666.66666667;5233333.33333333;2616666.66666667;6;Wahr;148750;CA;westen;manufacturing;automotive;3;15;15700000;2;1;0;0;0;14723044;976956
5500000;2571;0.3;3666666.66666667;-0.746641184;0;-1;-0.493282368;785714.285714286;5500000;1100000;10;Wahr;1613;CA;westen;software und technologie;mobile;2;14;11000000;2;3;0;0;0;3699362;7300638
508333.333333333;1449;0.222222222;762500;-0.801004179;-1;-0.890305673;-0.512706864;305000;571867.851651854;169444.444444444;9;Wahr;8573;IL;mittlerer_westen;finanzen;ecommerce;2.6667;5;1525000;3;2;0;0;52907;482313;989780
676960.666666667;1205;0.181818182;1015441;-0.979701847;-1;-0.945697954;-0.993407587;406176.4;676960.666666667;184625.636363636;11;Wahr;23533;MA;nordosten;software und technologie;software;3;5;2030882;3;2;0;0;722;13296;2016864
3666666.66666667;1707;0.083333333;11000000;-0.888727590;-1;-0.893666456;-0.772516314;2750000;6599868.00263995;916666.666666667;12;Wahr;43832;CA;westen;software und technologie;software;1.6667;4;11000000;3;1;0;0;212580;1999181;8788239
7833333.33333333;1981;0.166666667;11750000;1.066594875;-1;5.150494948;-0.950710322;2136363.63636364;6409032.64515777;1958333.33333333;12;Wahr;29312;VA;süden;software und technologie;mobile;3.6667;11;23500000;3;2;0;0;5267616;856454;17375930
20000;1705;0.285714286;10000;-1;0;0;-1;4000;20000;2857.142857143;7;Falsch;51969;TX;süden;software und technologie;mobile;1;5;20000;1;2;0;0;0;0;20000
7800000;1996;0.25;3900000;-1;0;0;-1;2600000;3900000;975000;8;Wahr;27339;CA;westen;software und technologie;software;2;3;7800000;1;2;0;0;0;0;7800000
35000;821;0.333333333;35000;-0.703568015;0;-1;-0.407136031;17500;70000;11666.666666667;6;Wahr;148139;CA;westen;finanzen;news;1;4;70000;2;2;0;0;0;26054;43946
2475000;1863;0.272727273;1650000;1.695783374;0;-1;4.391566747;235714.285714286;396000;450000;11;Wahr;22203;CA;westen;software und technologie;web;12.5;21;4950000;2;3;0;0;0;4175542;774458
1685519.66666667;1464;0.153846154;2528279.5;-0.449034648;-1;0.360950368;-0.708054311;505655.9;3033874.72250555;388966.076923077;13;Wahr;37215;WA;westen;software und technologie;mobile;1.6667;10;5056559;3;2;0;0;1189325;873893;2993341
2231260.66666667;1430;0.333333333;2231260.66666667;-0.190195744;-1;0.663935087;-0.234522319;956254.571428571;4016188.87622248;743753.555555556;9;Wahr;43183;CA;westen;transport und reisen;real_estate;1.6667;7;6693782;3;3;0;0;2805328;1685960;2202494
7500000;3088;0.071428571;7500000;-1;0;0;-1;2500000;2500000;535714.285714286;14;Falsch;22898;CA;westen;software und technologie;network_hosting;3;3;7500000;1;1;0;0;0;0;7500000
2900000;1014;0.333333333;2900000;-0.981547470;0;-1;-0.963094940;725000;1450000;966666.666666667;6;Wahr;69279;RI;nordosten;enterprise und other;enterprise;4;8;5800000;2;2;0;0;0;206431;5593569
2850000;1051;0.1;11400000;0.853895203;4.927229756;-0.954448578;0.442799635;2280000;3800000;1140000;10;Falsch;27938;NY;nordosten;enterprise und other;enterprise;3;5;11400000;4;1;0;1532343;258526;5675476;3933655
6250000;2678;0.1875;8333333.33333333;-0.446744409;-0.993255018;-0.131574706;0.337852086;3571428.57142857;7142857.14285714;1562500;16;Wahr;107;CA;westen;finanzen;games_video;3.5;7;25000000;4;3;0;55855;8280971;9535617;7127557
500000;2241;0;0;-0.003625715;0;-1;0.992748570;0;500000;111111.111111111;9;Falsch;13410;GA;süden;software und technologie;software;2;0;1000000;2;0;0;0;0;665859;334141
15739499.3333333;1016;0;0;0.012925410;-1;1.886862539;-0.848086311;11804624.5;47218498;4292590.72727273;11;Falsch;84867;CA;westen;software und technologie;semiconductor;1;4;47218498;3;0;0;0;13019981;4510080;29688437
606533;1272;0;0;0.777450896;0;-1;2.554901791;0;1213066;151633.25;8;Falsch;51623;PA;nordosten;enterprise und other;enterprise;1;0;1213066;2;0;0;0;0;946745;266321
7166666.66666667;2382;0.285714286;5375000;1.739416524;-1;1.665475495;4.552774075;1343750;6450064.50064501;1535714.28571429;14;Wahr;251;CA;westen;software und technologie;mobile;3.3333;16;21500000;3;4;0;0;14902287;5590855;1006858
2000000;1300;0;0;-1;0;0;-1;0;2000000;500000;4;Falsch;146596;CA;westen;finanzen;advertising;1;0;2000000;1;0;0;0;0;0;2000000
7800000;957;0.071428571;39000000;3.258996054;-0.914089079;0.058508668;-0.967833180;3000000;12000000;2785714.28571429;14;Wahr;26007;MA;nordosten;software und technologie;software;3.25;13;39000000;5;1;2034714;101137;1177231;1112160;34574758
5188197;1828;0;0;-0.706266465;-1;-0.557576027;-0.561223367;15564591;4447026;1556459.1;10;Falsch;1766;DC;süden;finanzen;advertising;3.5;1;15564591;3;0;0;0;1850375;4182357;9531859
6500000;3286;0.058823529;6500000;-1;0;0;-1;2166666.66666667;6500000;382352.941176471;17;Wahr;26806;CO;westen;software und technologie;software;1;3;6500000;1;1;0;0;0;0;6500000
2433333.33333333;2400;0.230769231;2433333.33333333;1.176404498;-1;5.511390177;-0.982176682;730000;3650000;561538.461538462;13;Wahr;282;CA;westen;finanzen;advertising;2;10;7300000;3;3;0;0;747169;114748;6438083
8010000;1015;0.428571429;8010000;0.184336596;-1;-0.098709881;1.651719669;1335000;6553576.78566558;3432857.14285714;7;Wahr;8676;CA;westen;finanzen;advertising;3.6667;18;24030000;3;3;0;0;9505778;10546857;3977365
3466667;1798;0.375;3466667;-0.625419607;-1;-0.544246381;-0.332012441;495238.142857143;1733333.5;1300000.125;8;Wahr;11042;TX;süden;software und technologie;web;6;21;10400001;3;3;0;0;1605208;3522096;5272697
510000;1351;0.285714286;510000;-0.067210471;0;-1;0.865579058;255000;408000;145714.285714286;7;Wahr;74743;CA;westen;social_media;social;2.5;4;1020000;2;2;0;0;0;664051;355949
5500000;2122;0.071428571;5500000;-1;0;0;-1;305555.555555556;2750000;392857.142857143;14;Wahr;19257;CA;westen;finanzen;consulting;2;18;5500000;1;1;0;0;0;0;5500000
18000000;2803;0.272727273;12000000;-0.742520043;0;-1;-0.485040086;3272727.27272727;10285714.2857143;3272727.27272727;11;Wahr;335;CA;westen;software und technologie;hardware;3.5;11;36000000;2;3;0;0;0;12236995;23763005
48000000;1598;0.272727273;16000000;-1;0;0;-1;48000000;48000000;4363636.36363636;11;Falsch;54488;TX;süden;manufacturing;cleantech;1;1;48000000;1;3;0;0;0;0;48000000
5000000;2321;0.166666667;2500000;-1;0;0;-1;1250000;5000000;416666.666666667;12;Wahr;25325;CA;westen;manufacturing;cleantech;1;4;5000000;1;2;0;0;0;0;5000000
1000000;1248;0.2;1000000;-0.361579445;0;-1;0.276841111;333333.333333333;1333333.33333333;200000;10;Wahr;50076;CA;westen;software und technologie;web;1.5;6;2000000;2;2;0;0;0;1121590;878410
5000000;2515;0.058823529;10000000;-0.927230100;0;-1;-0.854460199;5000000;10000000;588235.294117647;17;Falsch;38273;MA;nordosten;social_media;public_relations;1;2;10000000;2;1;0;0;0;1270491;8729509
5050000;2150;0.0625;10100000;-0.894365609;0;-1;-0.788731219;3366666.66666667;3366666.66666667;631250;16;Wahr;17738;CA;westen;software und technologie;software;3;3;10100000;2;1;0;0;0;1761636;8338364
2850000;1399;0.375;1900000;-0.781476800;0;-1;-0.562953599;1140000;1425000;712500;8;Wahr;28483;CA;westen;enterprise und other;enterprise;4;5;5700000;2;3;0;0;0;1733531;3966469
3795000;1603;0;0;35.987621999;146.790076336;-0.999874739;-0.839713599;3036000;15180000;1084285.71428571;14;Wahr;15693;CA;westen;enterprise und other;enterprise;1;5;15180000;4;0;0;38721;262;2091638;13049379
2000000;1633;0;0;-1;0;0;-1;2000000;2000000;222222.222222222;9;Falsch;51745;CA;westen;software und technologie;hardware;1;1;2000000;1;0;0;0;0;0;2000000
1200000;1018;0.75;400000;-1;0;0;-1;133333.333333333;240000;300000;4;Wahr;102867;NY;nordosten;transport und reisen;travel;5;9;1200000;1;3;0;0;0;0;1200000
6125000;1594;0.444444444;6125000;44.693008188;178.627343571;-0.996538981;2.141228163;1884615.38461538;24500000;2722222.22222222;9;Falsch;810;MA;nordosten;software und technologie;software;1;13;24500000;4;4;0;7837141;43630;12606113;4013116
500000;1599;0.142857143;500000;-1;0;0;-1;250000;500000;71428.571428571;7;Falsch;63731;CA;westen;software und technologie;web;1;2;500000;1;1;0;0;0;0;500000
235600;907;0.142857143;1178000;-0.239210874;-0.338637127;-0.883472891;1.962931771;235600;235600;168285.714285714;7;Wahr;49876;MA;nordosten;software und technologie;software;5;5;1178000;5;1;3731;59106;89370;766946;258847
5675000;694;0.333333333;2837500;-1;0;0;-1;270238.095238095;1418750;945833.333333333;6;Wahr;38337;CA;westen;software und technologie;web;4;21;5675000;1;2;0;0;0;0;5675000
11750000;2312;0.066666667;23500000;1.889020957;0;-1;4.778041913;2611111.11111111;4700000;1566666.66666667;15;Wahr;16365;CA;westen;software und technologie;software;5;9;23500000;2;1;0;0;0;20032922;3467078
3011408;1842;0.333333333;1003802.66666667;-1;0;0;-1;273764.363636364;3011408;334600.888888889;9;Wahr;22726;CA;westen;software und technologie;software;1;11;3011408;1;3;0;0;0;0;3011408
6333333.33333333;1122;0.166666667;19000000;1.752308093;-1;1.660771672;4.596152607;4750000;9500000;3166666.66666667;6;Wahr;35579;CA;westen;enterprise und other;enterprise;2;4;19000000;3;1;0;0;13167108;4948605;884287
3750000;1869;0.428571429;2500000;-0.979735056;0;-1;-0.959470112;625000;2142857.14285714;1071428.57142857;7;Wahr;18470;CA;westen;enterprise und other;enterprise;3.5;12;7500000;2;3;0;0;0;292134;7207866
4000000;2976;0.066666667;4000000;-1;0;0;-1;800000;800000;266666.666666667;15;Wahr;12285;CO;westen;gesundheit und sicherheit;security;5;5;4000000;1;1;0;0;0;0;4000000
12000000;757;0.5;6000000;-1;0;0;-1;12000000;6000000;3000000;4;Wahr;179507;CA;westen;software und technologie;software;2;1;12000000;1;2;0;0;0;0;12000000
100000;3500;0.272727273;33333.333333333;-1;0;0;-1;11111.111111111;100000;9090.909090909;11;Wahr;314;CA;westen;software und technologie;web;1;9;100000;1;3;0;0;0;0;100000
4000000;3561;0.307692308;2000000;-0.862812089;0;-1;-0.725624177;500000;2000000;615384.615384615;13;Wahr;155;IL;mittlerer_westen;software und technologie;web;4;16;8000000;2;4;0;0;0;1722417;6277583
2750000;2428;0.25;2750000;-0.909321001;0;-1;-0.818642001;423076.923076923;2750000;687500;8;Wahr;2972;NY;nordosten;software und technologie;web;2;13;5500000;2;2;0;0;0;844341;4655659
7500000;3249;0;0;0.793141093;0;-1;2.586282185;3750000;3000000;882352.941176471;17;Wahr;19483;MA;nordosten;enterprise und other;enterprise;5;4;15000000;2;0;0;0;0;11729377;3270623
15000000;3442;0.166666667;7500000;-1;0;0;-1;1250000;15000000;1250000;12;Falsch;1895;CA;westen;software und technologie;network_hosting;1;12;15000000;1;2;0;0;0;0;15000000
6775498.5;1778;0.066666667;27101994;0.199584165;0.782728363;2.011733360;-0.996125062;13550997;5807528.66050957;1806799.6;15;Wahr;42123;MA;nordosten;enterprise und other;enterprise;4.6667;2;27101994;4;1;0;544078;305194;101335;26151387
10360000;2702;0.066666667;10360000;-1;0;0;-1;3453333.33333333;2072000;690666.666666667;15;Falsch;42610;CA;westen;enterprise und other;other;5;3;10360000;1;1;0;0;0;0;10360000
2700000;1748;0.25;1350000;-1;0;0;-1;540000;1350000;337500;8;Wahr;52378;NY;nordosten;finanzen;games_video;2;5;2700000;1;2;0;0;0;0;2700000
14925;1309;0.142857143;59700;-0.198009592;0.369375420;0.724177860;-0.885591649;19900;59700;8528.571428571;7;Wahr;60521;KY;süden;software und technologie;software;1;3;59700;4;1;0;10195;7445;4318;37742
12150000;2906;0.2;8100000;-0.962174179;0;-1;-0.924348358;12150000;9720000;1620000;15;Wahr;10197;CA;westen;software und technologie;web;2.5;2;24300000;2;3;0;0;0;1709043;22590957
586250;1815;0.5;781666.666666667;-0.062584745;2.655047407;-0.926913278;-0.978473106;180384.615384615;407826.086956522;390833.333333333;6;Wahr;20889;MA;nordosten;enterprise und other;enterprise;5.75;13;2345000;4;3;0;13107;3586;49065;2279242
4750000;1813;0;0;-0.963979296;0;-1;-0.927958592;4750000;3166666.66666667;863636.363636364;11;Falsch;15870;CA;westen;software und technologie;hardware;3;2;9500000;2;0;0;0;0;638402;8861598
3700000;1455;0.3;4933333.33333333;1.061147144;6.575856202;-0.823781710;-0.507485916;986666.666666667;6577777.77777778;1480000;10;Wahr;1628;CA;westen;software und technologie;mobile;2.25;15;14800000;4;3;0;4350443;574251;3258748;6616558
5250000;2131;0.111111111;10500000;9.632008660;0;-1;20.264017319;3500000;5250000;1166666.66666667;9;Falsch;21492;CA;westen;enterprise und other;other;2;3;10500000;2;1;0;0;0;10028387;471613
5750000;1855;0.454545455;2300000;-0.835897577;0;-1;-0.671795154;1150000;4600000;1045454.54545455;11;Wahr;2534;CA;westen;software und technologie;mobile;2.5;10;11500000;2;5;0;0;0;2841697;8658303
22000000;3376;0.214285714;7333333.33333333;-1;0;0;-1;11000000;5500000;1571428.57142857;14;Wahr;55354;MA;nordosten;software und technologie;mobile;4;2;22000000;1;3;0;0;0;0;22000000
6005000;1142;0.285714286;6005000;-0.797621798;0;-1;-0.595243595;857857.142857143;4804000;1715714.28571429;7;Wahr;68169;CO;westen;software und technologie;software;2.5;14;12010000;2;2;0;0;0;3460475;8549525
2450000;2374;0.3125;980000;-0.842533746;0;-1;-0.685067492;1225000;3266666.66666667;306250;16;Wahr;863;PA;nordosten;enterprise und other;enterprise;1.5;4;4900000;2;5;0;0;0;1173573;3726427
8969462.66666667;1814;0;0;-0.675892697;-0.090835295;-0.433190845;-0.858120936;6727097;10763355.2;3587785.06666667;15;Wahr;10512;CA;westen;software und technologie;software;5;8;53816776;6;0;456022;3007195;3307646;5835555;41130487
